host_name,planet_letter,planet_name,controversial_flag,orbital_period,orbital_radius,eccentricity,planet_mass,planet_radius,optical_magnitude,near_ir_magnitude,spectral_type,stellar_temperature,stellar_surface_gravity,stellar_luminosity,stellar_mass,stellar_radius,stellar_metallicity,stellar_age
Kepler-169,c,Kepler-169 c,0,6.195469,0.062,,1.92,1.21,14.162,12.186,,4997.0,4.58,-0.523,0.84,0.76,0.05,3.72
Kepler-169,d,Kepler-169 d,0,8.348125,0.075,,2.1,1.25,14.162,12.186,,4997.0,4.58,-0.523,0.84,0.76,0.05,3.72
Kepler-169,e,Kepler-169 e,0,13.767102,0.105,,5.48,2.2,14.162,12.186,,4997.0,4.58,-0.523,0.84,0.76,0.05,3.72
Kepler-169,f,Kepler-169 f,0,87.090195,0.359,,7.18,2.58,14.162,12.186,,4997.0,4.58,-0.523,0.84,0.76,0.05,3.72
Kepler-170,b,Kepler-170 b,0,7.930592,0.08,,82.6,3.2,14.347000000000001,12.677,,5679.0,4.45,-0.098,1.03,1.03,0.31,3.63
Kepler-170,c,Kepler-170 c,0,16.665863,0.131,,8.55,2.86,14.347000000000001,12.677,,5679.0,4.45,-0.098,1.03,1.03,0.31,3.63
Kepler-171,b,Kepler-171 b,0,4.166972,0.05,,6.08,2.34,14.905,13.206,,5642.0,4.57,-0.17800000000000002,1.07,0.84,0.05,3.47
Kepler-171,c,Kepler-171 c,0,11.463462,0.098,,7.08,2.56,14.905,13.206,,5642.0,4.57,-0.17800000000000002,1.07,0.84,0.05,3.47
Kepler-171,d,Kepler-171 d,0,39.595519,0.223,,4.23,1.89,14.905,13.206,,5642.0,4.57,-0.17800000000000002,1.07,0.84,0.05,3.47
Kepler-172,b,Kepler-172 b,0,2.940309,0.04,,6.12,2.35,14.537,12.793,,5526.0,4.38,-0.067,1.0,1.08,0.23,6.46
Kepler-172,c,Kepler-172 c,0,6.388996,0.068,,8.55,2.86,14.537,12.793,,5526.0,4.38,-0.067,1.0,1.08,0.23,6.46
Kepler-172,d,Kepler-172 d,0,14.627119,0.118,,5.69,2.25,14.537,12.793,,5526.0,4.38,-0.067,1.0,1.08,0.23,6.46
Kepler-172,e,Kepler-172 e,0,35.118736,0.211,,8.05,2.76,14.537,12.793,,5526.0,4.38,-0.067,1.0,1.08,0.23,6.46
Kepler-173,b,Kepler-173 b,0,4.263742,0.048,,2.21,1.29,14.258,12.668,,6031.0,4.4,0.036000000000000004,1.04,0.95,-0.01,3.98
Kepler-173,c,Kepler-173 c,0,8.005777,0.074,,6.48,2.43,14.258,12.668,,6031.0,4.4,0.036000000000000004,1.04,0.95,-0.01,3.98
Kepler-174,b,Kepler-174 b,0,13.98179,0.1,,4.5,1.96,14.286,12.184000000000001,,4880.0,4.68,-0.611,0.71,0.62,-0.36,4.9
Kepler-174,c,Kepler-174 c,0,44.000529,0.214,,2.83,1.49,14.286,12.184000000000001,,4880.0,4.68,-0.611,0.71,0.62,-0.36,4.9
Kepler-174,d,Kepler-174 d,0,247.35373,0.677,,5.43,2.19,14.286,12.184000000000001,,4880.0,4.68,-0.611,0.71,0.62,-0.36,4.9
Kepler-175,b,Kepler-175 b,0,11.903515,0.105,,7.08,2.56,14.911,13.495999999999999,,6064.0,4.47,0.185,1.12,1.01,0.1,3.39
Kepler-175,c,Kepler-175 c,0,34.035257,0.213,,9.8,3.1,14.911,13.495999999999999,,6064.0,4.47,0.185,1.12,1.01,0.1,3.39
Kepler-176,b,Kepler-176 b,0,5.433074,0.058,,2.63,1.43,14.545,12.567,,5232.0,4.47,-0.445,0.87,0.89,0.03,4.68
Kepler-176,c,Kepler-176 c,0,12.759712,0.102,,23.0,2.6,14.545,12.567,,5232.0,4.47,-0.445,0.87,0.89,0.03,4.68
Kepler-176,d,Kepler-176 d,0,25.751974,0.163,,15.2,2.51,14.545,12.567,,5232.0,4.47,-0.445,0.87,0.89,0.03,4.68
Kepler-177,b,Kepler-177 b,0,36.855,,,2.0,2.9,14.940999999999999,13.421,,5942.0,4.42,0.24600000000000002,1.0,1.05,0.0,4.37
Kepler-177,c,Kepler-177 c,0,49.412,,,7.5,7.1,14.940999999999999,13.421,,5942.0,4.42,0.24600000000000002,1.0,1.05,0.0,4.37
Kepler-178,b,Kepler-178 b,0,9.576694,0.085,,8.75,2.9,14.578,12.899000000000001,,5676.0,4.33,-0.215,0.94,1.07,0.08,4.68
Kepler-178,c,Kepler-178 c,0,20.552802,0.142,,8.65,2.88,14.578,12.899000000000001,,5676.0,4.33,-0.215,0.94,1.07,0.08,4.68
Kepler-178,d,Kepler-178 d,0,96.678988,0.397,,14.8,3.95,14.578,12.899000000000001,,5676.0,4.33,-0.215,0.94,1.07,0.08,4.68
Kepler-179,b,Kepler-179 b,0,2.735926,0.036,,3.33,1.64,14.603,12.75,,5302.0,4.61,-0.35200000000000004,0.91,0.76,-0.02,4.27
Kepler-179,c,Kepler-179 c,0,6.40013,0.064,,4.66,2.0,14.603,12.75,,5302.0,4.61,-0.35200000000000004,0.91,0.76,-0.02,4.27
Kepler-180,b,Kepler-180 b,0,13.817124,0.109,,2.86,1.5,14.325,12.685,,5731.0,4.34,-0.14,0.95,1.06,0.03,4.57
Kepler-180,c,Kepler-180 c,0,41.885775,0.229,,9.32,3.01,14.325,12.685,,5731.0,4.34,-0.14,0.95,1.06,0.03,4.57
Kepler-181,b,Kepler-181 b,0,3.137873,0.04,,2.15,1.27,14.714,12.876,,5333.0,4.62,-0.38799999999999996,0.88,0.75,-0.01,4.57
Kepler-181,c,Kepler-181 c,0,4.302149,0.049,,4.62,1.99,14.714,12.876,,5333.0,4.62,-0.38799999999999996,0.88,0.75,-0.01,4.57
Kepler-182,b,Kepler-182 b,0,9.825792,0.096,,7.18,2.58,14.874,13.517999999999999,,6250.0,4.4,0.342,1.16,1.15,0.08,3.09
Kepler-182,c,Kepler-182 c,0,20.684342,0.157,,11.6,3.43,14.874,13.517999999999999,,6250.0,4.4,0.342,1.16,1.15,0.08,3.09
Kepler-183,b,Kepler-183 b,0,5.687945,0.064,,4.9,2.06,14.892999999999999,13.308,,5888.0,4.5,-0.01,1.0,0.96,0.02,4.27
Kepler-183,c,Kepler-183 c,0,11.637071,0.103,,35.7,2.27,14.892999999999999,13.308,,5888.0,4.5,-0.01,1.0,0.96,0.02,4.27
Kepler-184,b,Kepler-184 b,0,10.687576,0.092,,6.17,2.36,14.311,12.69,,5788.0,4.51,-0.252,0.97,0.87,0.01,4.47
Kepler-184,c,Kepler-184 c,0,20.303005,0.141,,8.8,1.97,14.311,12.69,,5788.0,4.51,-0.252,0.97,0.87,0.01,4.47
Kepler-184,d,Kepler-184 d,0,29.022358,0.179,,6.76,2.49,14.311,12.69,,5788.0,4.51,-0.252,0.97,0.87,0.01,4.47
Kepler-185,b,Kepler-185 b,0,1.6329,0.026,,1.71,1.17,14.443,12.515,,5208.0,4.54,-0.516,0.82,0.81,-0.04,4.9
Kepler-185,c,Kepler-185 c,0,20.729042,0.139,,4.74,2.02,14.443,12.515,,5208.0,4.54,-0.516,0.82,0.81,-0.04,4.9
Kepler-186,b,Kepler-186 b,0,3.8867907,0.0343,,1.24,1.07,14.599,11.605,M1,3755.0,4.74,-1.26,0.54,0.52,-0.26,4.0
Kepler-186,c,Kepler-186 c,0,7.267302,0.0451,,2.1,1.25,14.599,11.605,M1,3755.0,4.74,-1.26,0.54,0.52,-0.26,4.0
Kepler-186,d,Kepler-186 d,0,13.342996,0.0781,,2.54,1.4,14.599,11.605,M1,3755.0,4.74,-1.26,0.54,0.52,-0.26,4.0
Kepler-186,e,Kepler-186 e,0,22.407704,0.11,,2.15,1.27,14.599,11.605,M1,3755.0,4.74,-1.26,0.54,0.52,-0.26,4.0
Kepler-186,f,Kepler-186 f,1,129.9441,0.432,0.04,1.71,1.17,14.599,11.605,M1,3755.0,4.74,-1.26,0.54,0.52,-0.26,4.0
Kepler-187,b,Kepler-187 b,0,4.938864,0.059,,2.57,1.41,14.175,12.565999999999999,,6105.0,4.27,0.363,1.11,1.29,-0.02,3.72
Kepler-187,c,Kepler-187 c,0,10.640263,0.099,,7.61,2.67,14.175,12.565999999999999,,6105.0,4.27,0.363,1.11,1.29,-0.02,3.72
Kepler-188,b,Kepler-188 b,0,2.061897,0.032,,3.46,1.68,14.634,13.144,,6021.0,4.35,0.016,0.98,1.14,0.0,4.37
Kepler-188,c,Kepler-188 c,0,5.996553,0.066,,10.3,3.19,14.634,13.144,,6021.0,4.35,0.016,0.98,1.14,0.0,4.37
Kepler-189,b,Kepler-189 b,0,10.399931,0.088,,1.92,1.21,14.821,12.921,,5235.0,4.62,-0.451,0.83,0.75,-0.02,5.13
Kepler-189,c,Kepler-189 c,0,20.134866,0.137,,22.7,2.38,14.821,12.921,,5235.0,4.62,-0.451,0.83,0.75,-0.02,5.13
Kepler-190,b,Kepler-190 b,0,2.019999,0.03,,3.05,1.56,14.118,12.231,,5106.0,4.56,-0.451,0.86,0.8,0.02,3.72
Kepler-190,c,Kepler-190 c,0,3.763024,0.045,,2.73,1.46,14.118,12.231,,5106.0,4.56,-0.451,0.86,0.8,0.02,3.72
Kepler-191,b,Kepler-191 b,0,9.939632,0.087,,2.36,1.34,14.776,12.883,,5282.0,4.59,-0.441,0.84,0.79,-0.05,4.9
Kepler-191,c,Kepler-191 c,0,17.738506,0.128,,4.12,1.86,14.776,12.883,,5282.0,4.59,-0.441,0.84,0.79,-0.05,4.9
Kepler-192,b,Kepler-192 b,0,9.926746,0.09,,7.95,2.74,14.104000000000001,12.427,,5479.0,4.43,-0.109,0.94,1.01,0.13,6.76
Kepler-192,c,Kepler-192 c,0,21.2234,0.15,,8.2,2.79,14.104000000000001,12.427,,5479.0,4.43,-0.109,0.94,1.01,0.13,6.76
Kepler-193,b,Kepler-193 b,0,11.38848,0.106,,6.3,2.39,14.595999999999998,13.218,,6335.0,4.4,0.066,1.14,1.15,0.03,2.88
Kepler-193,c,Kepler-193 c,0,50.697494,0.286,,8.0,2.75,14.595999999999998,13.218,,6335.0,4.4,0.066,1.14,1.15,0.03,2.88
Kepler-194,b,Kepler-194 b,0,2.092281,0.032,,2.89,1.51,14.912,13.512,,6089.0,4.42,0.022000000000000002,1.09,1.02,0.07,3.55
Kepler-194,c,Kepler-194 c,0,17.308032,0.131,,7.22,2.59,14.912,13.512,,6089.0,4.42,0.022000000000000002,1.09,1.02,0.07,3.55
Kepler-194,d,Kepler-194 d,0,52.814973,0.275,,6.35,2.4,14.912,13.512,,6089.0,4.42,0.022000000000000002,1.09,1.02,0.07,3.55
Kepler-195,b,Kepler-195 b,0,8.307872,0.077,,4.78,2.03,14.799000000000001,12.959000000000001,,5329.0,4.6,-0.36700000000000005,0.83,0.78,-0.11,4.9
Kepler-195,c,Kepler-195 c,0,34.096863,0.197,,3.02,1.55,14.799000000000001,12.959000000000001,,5329.0,4.6,-0.36700000000000005,0.83,0.78,-0.11,4.9
Kepler-196,b,Kepler-196 b,0,20.739886,0.138,,4.27,1.9,14.103,12.235,,5128.0,4.57,-0.409,0.85,0.78,-0.02,3.98
Kepler-196,c,Kepler-196 c,0,47.427737,0.24,,5.65,2.24,14.103,12.235,,5128.0,4.57,-0.409,0.85,0.78,-0.02,3.98
Kepler-197,b,Kepler-197 b,0,5.599308,0.06,0.02,1.04,1.02,11.78,10.535,,6004.0,4.3,0.19899999999999998,1.01,1.12,-0.28,5.37
Kepler-197,c,Kepler-197 c,0,10.349695,0.09,0.08,5.3,1.23,11.78,10.535,,6004.0,4.3,0.19899999999999998,1.01,1.12,-0.28,5.37
Kepler-197,d,Kepler-197 d,0,15.677563,0.119,0.03,1.98,1.22,11.78,10.535,,6004.0,4.3,0.19899999999999998,1.01,1.12,-0.28,5.37
Kepler-197,e,Kepler-197 e,0,25.209715,0.164,0.38,0.693,0.91,11.78,10.535,,6004.0,4.3,0.19899999999999998,1.01,1.12,-0.28,5.37
Kepler-198,b,Kepler-198 b,0,17.790037,0.131,,8.35,2.82,13.565999999999999,12.027000000000001,,5574.0,4.47,-0.141,0.97,0.94,0.04,3.72
Kepler-198,c,Kepler-198 c,0,49.567416,0.259,,6.66,2.47,13.565999999999999,12.027000000000001,,5574.0,4.47,-0.141,0.97,0.94,0.04,3.72
Kepler-199,b,Kepler-199 b,0,23.637604,0.158,,9.85,3.11,13.597000000000001,12.083,,5644.0,4.44,-0.109,0.96,0.97,-0.12,1.45
Kepler-199,c,Kepler-199 c,0,67.093408,0.316,,10.6,3.25,13.597000000000001,12.083,,5644.0,4.44,-0.109,0.96,0.97,-0.12,1.45
Kepler-200,b,Kepler-200 b,0,8.594805,0.08,,5.18,2.13,13.952,12.455,,5678.0,4.45,-0.045,0.98,0.94,-0.07,3.63
Kepler-200,c,Kepler-200 c,0,10.222157,0.09,,3.15,1.59,13.952,12.455,,5678.0,4.45,-0.045,0.98,0.94,-0.07,3.63
Kepler-201,b,Kepler-201 b,0,25.672083,0.175,,6.62,2.46,12.92,11.737,,6065.0,4.29,0.319,1.18,1.23,0.15,2.19
Kepler-201,c,Kepler-201 c,0,151.884058,0.573,,8.5,2.85,12.92,11.737,,6065.0,4.29,0.319,1.18,1.23,0.15,2.19
Kepler-202,b,Kepler-202 b,0,4.069427,0.045,,3.29,1.63,13.843,11.639000000000001,,4668.0,4.65,-0.708,0.78,0.67,0.01,3.24
Kepler-202,c,Kepler-202 c,0,16.282493,0.113,,4.08,1.85,13.843,11.639000000000001,,4668.0,4.65,-0.708,0.78,0.67,0.01,3.24
Kepler-203,b,Kepler-203 b,0,3.162697,0.043,,7.13,2.57,13.942,12.445,,5821.0,4.36,0.01,1.0,1.11,-0.01,5.5
Kepler-203,c,Kepler-203 c,0,5.370647,0.061,,749.9,2.47,13.942,12.445,,5821.0,4.36,0.01,1.0,1.11,-0.01,5.5
Kepler-203,d,Kepler-203 d,0,11.32972,0.1,,33.9,1.44,13.942,12.445,,5821.0,4.36,0.01,1.0,1.11,-0.01,5.5
Kepler-204,b,Kepler-204 b,0,14.400974,0.117,,6.94,2.53,13.874,12.481,,5812.0,4.27,0.013999999999999999,1.03,1.24,0.01,5.75
Kepler-204,c,Kepler-204 c,0,25.660593,0.173,,3.86,1.79,13.874,12.481,,5812.0,4.27,0.013999999999999999,1.03,1.24,0.01,5.75
Kepler-205,b,Kepler-205 b,0,2.75564,0.032,,2.89,1.51,13.495,10.833,M1 V,4321.0,4.74,-0.9890000000000001,0.6,0.55,-0.25,3.16
Kepler-205,c,Kepler-205 c,0,20.306546,0.122,,3.33,1.64,13.495,10.833,M1 V,4321.0,4.74,-0.9890000000000001,0.6,0.55,-0.25,3.16
Kepler-206,b,Kepler-206 b,0,7.781987,0.078,,1.87,1.2,13.460999999999999,12.001,,5764.0,4.31,0.053,1.05,1.19,0.08,5.25
Kepler-206,c,Kepler-206 c,0,13.137471,0.111,,3.78,1.77,13.460999999999999,12.001,,5764.0,4.31,0.053,1.05,1.19,0.08,5.25
Kepler-206,d,Kepler-206 d,0,23.44281,0.163,,1.81,1.19,13.460999999999999,12.001,,5764.0,4.31,0.053,1.05,1.19,0.08,5.25
Kepler-207,b,Kepler-207 b,0,1.611865,0.029,,3.09,1.57,13.167,11.805,,5920.0,4.13,0.511,1.2,1.59,0.18,4.17
Kepler-207,c,Kepler-207 c,0,3.071571,0.044,,2.86,1.5,13.167,11.805,,5920.0,4.13,0.511,1.2,1.59,0.18,4.17
Kepler-207,d,Kepler-207 d,0,5.868075,0.068,,11.0,3.31,13.167,11.805,,5920.0,4.13,0.511,1.2,1.59,0.18,4.17
Kepler-208,b,Kepler-208 b,0,4.22864,0.054,,3.29,1.63,13.538,12.21,,6092.0,4.26,0.252,1.16,1.31,0.19,4.37
Kepler-208,c,Kepler-208 c,0,7.466623,0.079,,2.51,1.39,13.538,12.21,,6092.0,4.26,0.252,1.16,1.31,0.19,4.37
Kepler-208,d,Kepler-208 d,0,11.131786,0.103,,1.87,1.2,13.538,12.21,,6092.0,4.26,0.252,1.16,1.31,0.19,4.37
Kepler-208,e,Kepler-208 e,0,16.259458,0.132,,2.79,1.48,13.538,12.21,,6092.0,4.26,0.252,1.16,1.31,0.19,4.37
Kepler-209,b,Kepler-209 b,0,16.087845,0.122,,5.73,2.26,13.952,12.362,,5513.0,4.47,-0.16,0.95,0.94,0.03,4.47
Kepler-209,c,Kepler-209 c,0,41.749882,0.231,,9.8,3.1,13.952,12.362,,5513.0,4.47,-0.16,0.95,0.94,0.03,4.47
Kepler-210,b,Kepler-210 b,0,2.453234,0.032,,8.96,2.94,13.804,11.312999999999999,M0 V,4559.0,4.66,-0.758,0.77,0.65,0.15,1.78
Kepler-210,c,Kepler-210 c,0,7.972513,0.07,,12.8,3.62,13.804,11.312999999999999,M0 V,4559.0,4.66,-0.758,0.77,0.65,0.15,1.78
Kepler-211,b,Kepler-211 b,0,4.138575,0.048,,2.13,1.26,13.273,11.447000000000001,,5123.0,4.55,-0.408,0.9,0.82,0.1,1.55
Kepler-211,c,Kepler-211 c,0,6.04045,0.062,,18.3,1.29,13.273,11.447000000000001,,5123.0,4.55,-0.408,0.9,0.82,0.1,1.55
Kepler-212,b,Kepler-212 b,0,16.257582,0.133,,1.32,1.09,12.987,11.62,,5852.0,4.18,0.36700000000000005,1.09,1.46,0.16,5.5
Kepler-212,c,Kepler-212 c,0,31.805174,0.207,,7.95,2.74,12.987,11.62,,5852.0,4.18,0.36700000000000005,1.09,1.46,0.16,5.5
GJ 163,b,GJ 163 b,0,8.63182,0.0607,0.073,10.6,3.25,11.81,7.135,M3.5 V,3500.0,,-1.7080000000000002,0.4,0.43,0.1,6.0
GJ 163,c,GJ 163 c,0,25.63058,0.1254,0.099,6.8,2.5,11.81,7.135,M3.5 V,3500.0,,-1.7080000000000002,0.4,0.43,0.1,6.0
GJ 163,d,GJ 163 d,0,603.95116,1.0304,0.373,29.4,5.92,11.81,7.135,M3.5 V,3500.0,,-1.7080000000000002,0.4,0.43,0.1,6.0
GJ 179,b,GJ 179 b,0,2288.0,2.41,0.21,260.61,13.9,12.0,6.942,M3.5 V,3370.0,4.83,-1.796,0.36,0.38,0.3,
GJ 317,b,GJ 317 b,0,692.0,1.15,0.11,794.5,13.3,11.97,7.028,M2.5 V,3510.0,,,0.42,,0.36,5.0
GJ 328,b,GJ 328 b,0,4100.0,4.5,0.37,731.0,13.3,9.97,6.352,M1,3900.0,,-0.993,0.69,0.67,0.0,
GJ 433,b,GJ 433 b,0,7.3697,0.06,0.05,5.3,2.16,9.806000000000001,5.622999999999999,M1.5 V,3472.0,4.81,-1.699,0.48,0.5,-0.17,
GJ 436,b,GJ 436 b,0,2.64388312,0.0291,0.13827,22.1,4.17,10.67,6.0729999999999995,M2.5 V,3416.0,4.79,-1.585,0.47,0.46,0.02,6.0
GJ 504,b,GJ 504 b,0,,43.5,,1271.3,13.0,5.22,4.033,G0 V,6234.0,4.6,0.332,1.22,1.26,0.28,0.16
GJ 581,b,GJ 581 b,0,5.3686,0.04061,0.0,15.8,4.11,10.56,5.837000000000001,M3 V,3660.26,,-1.886,0.31,0.29,-0.25,2.0
GJ 581,c,GJ 581 c,0,12.914,0.0721,0.0,5.5,2.21,10.56,5.837000000000001,M3 V,3660.26,,-1.886,0.31,0.29,-0.25,2.0
GJ 581,e,GJ 581 e,0,3.149,0.02815,0.0,1.7,1.17,10.56,5.837000000000001,M3 V,3660.26,,-1.886,0.31,0.29,-0.25,2.0
GJ 649,b,GJ 649 b,0,598.3,1.135,0.3,104.244,12.5,9.69,5.624,M0.5,3700.0,4.81,-1.365,0.54,0.46,0.08,0.44
GJ 667 C,b,GJ 667 C b,0,7.2004,0.0505,0.13,5.6,2.23,10.22,6.0360000000000005,M1.5 V,3350.0,4.69,-1.8630000000000002,0.33,,-0.55,2.0
GJ 667 C,c,GJ 667 C c,0,28.14,0.125,0.02,3.8,1.77,10.22,6.0360000000000005,M1.5 V,3350.0,4.69,-1.8630000000000002,0.33,,-0.55,2.0
GJ 667 C,e,GJ 667 C e,1,62.24,0.213,0.02,2.7,1.45,10.22,6.0360000000000005,M1.5 V,3350.0,4.69,-1.8630000000000002,0.33,,-0.55,2.0
GJ 667 C,f,GJ 667 C f,1,39.026,0.156,0.03,2.7,1.45,10.22,6.0360000000000005,M1.5 V,3350.0,4.69,-1.8630000000000002,0.33,,-0.55,2.0
GJ 667 C,g,GJ 667 C g,1,256.2,0.549,0.08,4.6,1.99,10.22,6.0360000000000005,M1.5 V,3350.0,4.69,-1.8630000000000002,0.33,,-0.55,2.0
GJ 674,b,GJ 674 b,0,4.6938,0.039,0.2,11.09,3.33,9.37,4.855,M2.5,3600.0,,-1.796,0.35,0.36,-0.28,0.55
GJ 676 A,b,GJ 676 A b,0,1056.80005,1.82,0.33,2129.461,12.7,9.58,5.825,M0 V,3734.0,4.62,-1.043,0.73,0.69,0.08,
GJ 676 A,d,GJ 676 A d,0,3.6005,0.0413,0.262,4.4,1.93,9.58,5.825,M0 V,3734.0,4.62,-1.043,0.73,0.69,0.08,
GJ 676 A,e,GJ 676 A e,0,35.39,0.187,0.125,8.1,2.77,9.58,5.825,M0 V,3734.0,4.62,-1.043,0.73,0.69,0.08,
GJ 687,b,GJ 687 b,0,38.14,0.17,0.04,19.0698,4.59,9.15,4.548,M3 V,3340.0,4.82,-1.672,0.45,0.43,0.15,
GJ 832,b,GJ 832 b,0,3657.0,3.56,0.08,216.0,14.0,8.66,4.501,M1.5,3472.0,4.7,-1.585,0.45,0.45,-0.3,9.24
GJ 832,c,GJ 832 c,0,35.68,0.163,0.18,5.4,2.18,8.66,4.501,M1.5,3472.0,4.7,-1.585,0.45,0.45,-0.3,9.24
GJ 849,b,GJ 849 b,0,1882.0,2.35,0.04,317.83,13.8,10.37,5.593999999999999,M3 V,3241.0,4.8,-1.5230000000000001,0.65,0.53,0.24,3.0
GJ 876,b,GJ 876 b,0,61.1166,0.208317,0.0324,723.2235,13.3,10.191,5.01,M4,3129.0,,-1.9069999999999998,0.32,0.3,0.05,1.0
GJ 876,c,GJ 876 c,0,30.0881,0.12959,0.25590999999999997,226.9846,14.0,10.191,5.01,M4,3129.0,,-1.9069999999999998,0.32,0.3,0.05,1.0
GJ 876,d,GJ 876 d,0,1.93778,0.020807,0.207,6.83,2.51,10.191,5.01,M4,3129.0,,-1.9069999999999998,0.32,0.3,0.05,1.0
GJ 876,e,GJ 876 e,0,124.26,0.3343,0.055,14.6,3.92,10.191,5.01,M4,3129.0,,-1.9069999999999998,0.32,0.3,0.05,1.0
GJ 1214,b,GJ 1214 b,0,1.58040456,0.01411,0.0,6.26125,2.847,15.1,8.782,M4.5,3026.0,4.94,-2.312,0.15,0.22,0.39,3.0
GJ 3021,b,GJ 3021 b,0,133.71,0.49,0.511,1071.04,13.1,6.59,4.859,G6 V,5540.0,4.7,-0.18,0.9,0.9,0.1,0.37
GJ 3293,b,GJ 3293 b,0,30.5987,0.14339000000000002,0.06,23.54,5.19,11.962,7.486000000000001,M2.5,3466.0,,-1.6580000000000001,0.42,0.4,0.02,
GJ 3293,c,GJ 3293 c,0,122.6196,0.36175,0.11,21.09,4.87,11.962,7.486000000000001,M2.5,3466.0,,-1.6580000000000001,0.42,0.4,0.02,
GJ 3341,b,GJ 3341 b,0,14.207,0.089,0.31,6.6,2.46,12.08,7.733,M2.5,3526.0,,-1.538,0.47,0.44,-0.09,
GJ 3470,b,GJ 3470 b,0,3.3366496,0.0355,0.017,13.9,4.57,12.33,7.989,M1.5,3600.0,4.7,-1.538,0.54,0.55,0.2,1.65
GJ 3634,b,GJ 3634 b,0,2.64561,0.0287,0.08,8.4,2.83,11.93,7.47,M2.5,3685.02,,-1.699,0.45,0.43,,5.0
GSC 06214-00210,b,GSC 06214-00210 b,0,,320.0,,5000.0,20.176,12.375,9.152000000000001,K7,4200.0,,-0.42,0.9,0.74,,0.005
HAT-P-1,b,HAT-P-1 b,0,4.46529976,0.05561,0.0,166.86075,14.785,10.34,8.857999999999999,G0 V,5980.0,4.36,0.209,1.15,1.17,0.13,3.6
HAT-P-2,b,HAT-P-2 b,0,5.6335158,0.06813999999999999,0.5172,2765.121,10.66,8.72,7.603,F8,6380.0,4.16,0.53,1.33,1.39,0.18,1.44
HAT-P-3,b,HAT-P-3 b,0,2.8997,0.03866,0.0,206.5895,10.536,11.577,9.448,K,5185.0,4.56,-0.344,1.06,0.87,0.27,1.6
HAT-P-4,b,HAT-P-4 b,0,3.056536,0.04438,0.0,213.255,14.28,11.118,9.77,G1 V,5860.0,4.14,0.431,1.25,1.62,0.24,3.9
HAT-P-5,b,HAT-P-5 b,0,2.78849,0.04073,0.0,311.4734,13.562999999999999,12.0,10.481,G,5960.0,4.37,0.11199999999999999,1.04,1.12,0.24,2.6
HAT-P-6,b,HAT-P-6 b,0,3.85298,0.05239,0.0,419.5356,16.589000000000002,10.44,9.312999999999999,,6570.0,4.22,0.627,1.79,1.62,-0.13,2.3
HAT-P-8,b,HAT-P-8 b,0,3.07634,0.04496,0.0,406.8224,15.693,10.3,8.953,F6,6200.0,4.15,0.46399999999999997,1.27,1.57,0.01,3.4
HAT-P-9,b,HAT-P-9 b,0,3.92281072,0.05287000000000001,0.084,238.05467000000002,15.614,12.297,11.015,F7,6350.0,4.29,0.418,1.28,1.34,0.12,1.6
HAT-P-12,b,HAT-P-12 b,0,3.2130598,0.0384,0.0,67.059,10.749,12.84,10.107999999999999,K4,4650.0,4.61,-0.6779999999999999,0.73,0.7,-0.29,2.5
HAT-P-13,b,HAT-P-13 b,0,2.91625,0.04383,0.0133,270.462,14.258,10.622,8.975,G4,5653.0,4.13,0.34600000000000003,1.22,1.56,0.41,5.0
HAT-P-13,c,HAT-P-13 c,0,446.27,1.258,0.6616,4538.421,12.3,10.622,8.975,G4,5653.0,4.13,0.34600000000000003,1.22,1.56,0.41,5.0
HAT-P-14,b,HAT-P-14 b,0,4.62767,0.0596,0.11,1093.3352,15.917,9.98,8.851,F,6600.0,4.25,0.615,2.65,1.82,0.11,0.431
HAT-P-15,b,HAT-P-15 b,0,10.8635,0.0965,0.19,616.5902,11.882,12.16,9.641,G5,5568.0,4.38,-0.193,1.0,1.07,0.22,6.8
HAT-P-16,b,HAT-P-16 b,0,2.77596,0.0413,0.036,1332.605,14.448,10.812000000000001,9.552999999999999,F8,6158.0,4.34,0.294,1.22,1.24,0.17,2.0
HAT-P-17,b,HAT-P-17 b,0,10.33852,0.0882,0.35,184.3414,11.769,10.54,8.544,K,5246.0,4.53,-0.273,0.99,0.87,0.0,7.8
HAT-P-17,c,HAT-P-17 c,0,5584.0,5.6,0.39,1080.6,13.1,10.54,8.544,K,5246.0,4.53,-0.273,0.99,0.87,0.0,7.8
HAT-P-18,b,HAT-P-18 b,0,5.508023,0.0559,0.084,62.61,11.152999999999999,12.759,10.234,K2,4803.0,4.57,-0.569,0.77,0.75,0.1,12.4
BD+48 738,b,BD+48 738 b,0,392.6,1.0,0.2,289.2253,13.9,9.14,5.904,K0 III,4414.0,2.24,1.69,0.74,11.0,-0.2,
BD+49 828,b,BD+49 828 b,0,2590.0,4.2,0.35,508.5,13.5,9.38,6.571000000000001,K0,4943.0,2.85,1.47,1.52,7.6,-0.19,2.34
CFBDSIR J145829+101343,b,CFBDSIR J145829+101343 b,0,10037.5,2.6,,3337.1,12.4,,,,580.5,4.72,,0.02,,,
CHXR 73,b,CHXR 73 b,0,,210.0,,3994.486,12.3,17.293,10.703,M3.5,,,,0.35,,,0.002
CoRoT-1,b,CoRoT-1 b,0,1.5089557,0.02752,0.0,327.35,16.7,13.6,12.149000000000001,G0 V,5950.0,4.25,0.298,0.95,1.11,-0.3,1.6
